,Dengue,Meningitis,West Nile Virus,Cholera,Anthrax,Salmonella,Ebola,Swine Flu H1N1,Whooping Cough,Avian Influenza,Influenza,E. coli,Waterborne Illness,Gastroenteritis,Rabies,Not Yet Classified,Epizootic Hemorrhagic Disease,Swine Flu H3N2,Hantavirus,Coronavirus,Measles,African Swine Fever,Listeriosis,Mumps,Legionnaires',Norovirus,Foot and Mouth,Eastern Equine Encephalitis,Malaria,Polio,Foodborne Illness,Diarrhea,Poisoning,Plague,Other Animal Disease,"Hand, Foot and Mouth Disease",Tuberculosis,Marburg Fever,Undiagnosed,Chicken Pox,Schmallenberg,Animal Die-off,HIV/AIDS,Chikungunya,Other Plant Disease,Environmental,Syphilis,Peste des petits ruminants,Hepatitis A,SARS,Pests,Typhoid,Dysentery,Respiratory Illness,Equine Infectious Anemia,Algae,Botulism,Newcastle Disease,Encephalitis,Pneumonia,Scabies,MRSA,Fever,Other Human Disease
Influenza,0.46075906746616696,0.3908343789972883,0.0480511280222743,0.11329659665361515,0.21517554726897112,0.190210922746601,0.06825210148496685,0.45796761335905817,0.4675140624270152,0.23142875432821103,1.0,0.2810058400854852,0.08869288082075408,0.20730325572521308,0.36162613882926803,0.1461533182653851,0.1698775697320077,0.27742395778776047,0.2760665051073978,0.15339872948208338,0.19564603472616318,0.16592953548053108,0.243571840219519,0.07971282650860943,0.06567765594573424,0.25459140737682345,0.06101938844381691,0.1698775697320077,0.1739261852925432,-0.006743415343401206,0.164730349932857,0.23434163561198004,0.3723825635055635,0.2954666828918352,0.1796287225520818,0.2093719422872848,0.23869011565421663,-0.05400081686845278,0.09808064439966367,0.24541539129398485,-0.03964391954625631,0.13070848837307802,0.2858292607344296,-0.017285163872286992,0.42078272922790017,0.10922550855568904,0.3930210495197629,-0.0776272518236404,0.13204269705929164,0.15553196934631142,0.37402137440912814,0.24661024108111784,0.10343896668381236,0.42106993597883613,0.03126068480283853,0.2781179154672694,0.16303532365637058,0.12154217762036798,0.16990267132588927,0.3988327936894378,0.24767039081303974,0.10685474958912267,0.2925234346693824,0.33314390017126944
E. coli,0.2627181657399074,0.46332548244272875,0.2283695273005565,0.13324781456513776,0.3441961110770972,0.4179714154568882,0.020900283329166273,0.3452292272487774,0.32100263460432177,0.22697210369923804,0.2810058400854852,1.0,0.3041046675680693,0.4106582438788187,0.20554766979754346,0.40804021672100554,0.2848702408342844,0.3188688044235141,0.4427368646330752,0.21749392837253273,0.3197828663356119,0.18351448409336757,0.2930190246256136,0.3142649763845021,0.5171213744535968,0.480498832832081,0.12508369780302897,0.2848702408342844,0.2488928573258904,-0.06708151937256338,0.3098704007355033,0.21568378853097062,0.37046202927185834,0.44762648748267364,0.13367870896103884,0.27921438109491187,0.270373533101469,-0.024854450542588575,0.10479253723673584,0.1357376645253117,0.22608737190243458,0.3085329410875054,0.1383426370238563,0.10940040637449651,0.45445624491131725,0.14378393178969057,0.4340480736705403,-0.06708108488284487,0.2742619721460942,0.21749392837253273,0.3898657617893967,0.18650718207005537,0.17470071169515583,0.37740372919207493,0.4854453537037,0.4527326121532677,0.13904112596486773,0.19675218460373511,0.34417086186082047,0.3996516921496648,0.4372249378680365,0.26866829631774247,0.24745226237390916,0.5096449247671765
Waterborne Illness,0.19696285426660168,0.2606134823083976,0.0692462371403668,0.04218865575779598,0.1652775107491798,0.1638944391328595,-0.012958173223576258,0.12346589558632129,0.20048078111204934,0.0778235505589173,0.08869288082075408,0.3041046675680693,1.0,0.3039452580099707,0.04532190509599191,0.26814474456851406,0.23842444096625212,0.25515846525068203,0.24131447455962535,0.023613199517852148,0.15504714327923413,-0.10828921738211836,0.30692123311888975,0.33683563080344303,0.30454435931995455,0.33613310692986464,0.2905813634706249,0.23842444096625212,0.11210407995280662,0.11164267081025102,0.2500057042581638,0.2674960247742619,0.07988267946817833,0.1429298378674477,0.21932450461908978,0.2533557497690714,0.2844037613284199,-0.03157939615447048,0.19603456049993204,0.1712894754104526,0.12864168819085461,0.34659396222414596,0.08287708688267485,0.2056451913796957,0.2151653972209538,0.17068131477516943,0.16805294348514066,0.11579938264300327,0.114923717278608,0.023613199517852148,0.13710016046852877,0.20219237411386373,0.01133133688877942,0.1841323723432018,0.24292031928233784,0.2361740077686048,0.1039268043842072,0.3467199214610822,0.2644127680855272,0.2863854992735063,0.33918990994702436,0.32097319121831586,0.09518216143877721,0.09597261316926625
Gastroenteritis,0.19620240813606735,0.3938354900302527,0.17196061545579439,0.06757098819652015,0.28505084451192125,0.4130263238243004,-0.0009168080162138962,0.3124632373145659,0.23839323038428928,0.2041330924762839,0.20730325572521308,0.4106582438788187,0.3039452580099707,1.0,0.1927979814094067,0.3553244523772022,0.18051240992686476,0.1537852539392144,0.3227258809361698,0.18588494148609144,0.3037257037368242,0.18906162245781016,0.2733320278561986,0.324282771330412,0.36494143845018095,0.44591648205969003,0.11202955324536785,0.18051240992686476,0.2566211589163622,0.02205150322544624,0.5121831416894566,0.08364537279055427,0.3208085013121494,0.3947404694348238,0.16282384263877847,0.31124063954837733,0.50867733060748,-0.04481687418873884,0.13735337604180642,0.21689710856168717,0.19797289725616005,0.24356652454001115,0.24557845209367127,0.11012270398641741,0.40211405707835024,0.19922081064041816,0.3466094848865719,0.09571484084663547,0.261618783147803,0.18238860318331004,0.28914792695202507,0.40014470684708586,0.17772490829628482,0.3114742991453467,0.34121589474660274,0.2992790449454914,0.14151136241465673,0.20704444548567189,0.2053801642858173,0.3479905272535943,0.2679615064838574,0.2083689481447701,0.16578094055187298,0.3762405395657725
Rabies,0.2910580008018975,0.29821706925431096,0.23022152659574255,0.14281085390853537,0.1677427676862212,0.1268363936306457,0.0720059045733476,0.3750902152254759,0.15642062876860824,0.30285629062382197,0.36162613882926803,0.20554766979754346,0.04532190509599191,0.1927979814094067,1.0,0.16809526667786714,0.19893879561291863,0.2047408668077796,0.12678451753259573,0.016340274607635846,0.23170472844032183,0.1359977882842278,0.05468727594060916,0.0691621140786225,0.12391922264188886,0.07494148460830154,0.08921219482905167,0.19893879561291863,0.3607242787240376,0.13527535403312793,0.19435246243816784,0.2041179807205444,0.34250240260840575,0.34993781306865795,0.0804415366791124,0.3072371047578342,0.22768269235767868,-0.040841739496691905,0.15606221352939567,0.260575877666622,-0.05163277030809544,0.00031347216214607334,0.26139095260466577,0.12672605991113287,0.23412558395961364,-0.03942841016259117,0.17488675311755936,0.02299245040768706,0.24410514783712278,0.016340274607635846,0.2689371857895598,0.25244011522081145,0.1651414565354208,0.3040987591841251,-0.09254251676824533,0.09168215997973177,0.298179306633641,0.24525311725946736,0.30992986149503227,0.4021952246710167,0.16865502316118686,0.12184742109460041,0.2810482516052032,0.3471945929166302
Not Yet Classified,0.11595673433630058,0.4252637091292785,0.18291392332215828,0.10771382848663749,0.24261196824066653,0.3084110162877965,0.17573775576846315,0.23630231059410223,0.17865840513451187,0.2267155961716224,0.1461533182653851,0.40804021672100554,0.26814474456851406,0.3553244523772022,0.16809526667786714,1.0,0.1964183547834999,0.3057077754156858,0.23768399996399633,0.30541909975544695,0.2016755254189294,0.24187402574557587,0.154714426088233,0.3472074243271447,0.22714961766146266,0.28540119895883936,0.19896935419104295,0.1964183547834999,0.15991566759969883,-0.11029509992430783,0.3610638174159271,0.22109731635413307,0.37170775665805794,0.3641346607725293,0.09624286620287074,0.25098692788986027,0.23614510465364577,0.19114537881615762,0.23554990964781947,0.1590077861266162,0.00826549905133642,0.14274548124223976,0.1208909479196076,0.12470591401889146,0.23904355462441554,0.04098338826626592,0.18196029216304566,0.12980255450620362,0.13594481849591813,0.3056313328192327,0.3188898502835319,0.19597198722545586,0.3506812264720011,0.3907901247130578,0.19945191705558385,0.33716078963633267,0.17045732532201996,0.1689155111749152,0.28202096281509914,0.26407952481356683,0.1650897577465555,0.15891711456651056,0.24391663974545,0.4337018186685862
Epizootic Hemorrhagic Disease,0.13934192956826338,0.22062591515618987,0.2246338565906554,0.13767283536341074,0.21567007896729512,0.22062825467181185,-0.02040331513030568,0.23964243320062095,0.23346166809402083,-0.02688034882539232,0.1698775697320077,0.2848702408342844,0.23842444096625212,0.18051240992686476,0.19893879561291863,0.1964183547834999,1.0,0.5811779728444755,0.29947801243785366,-0.015005833664558266,0.1962986657527254,-0.022709336539337047,0.38556523748935917,0.39583217961920836,0.3150638025549646,0.2952151252865857,0.232461720055371,1.0,0.10953305313836666,-0.01787400095225418,0.16117028082511345,0.15986312460505053,0.18245917770183098,0.40958557614195956,0.24050715796291142,0.29551719010789385,0.21030074665079837,-0.006622516556291391,0.22888205578959617,0.33779339114679846,0.23655084293977002,0.31177554068437546,0.33326946145202907,-0.02157961267233078,0.2169691636622438,0.3423345222521497,0.34235549970336193,-0.01787388518162592,0.2766468655093531,-0.015005833664558266,0.31174385590979337,0.17817554563258792,-0.01649300748413368,0.2334921662795053,-0.015005833664558266,0.415083369110308,0.5811865258054232,0.41507090601560137,0.44717784445513453,0.27546512081648766,0.34233102638516655,0.5049860279304367,0.3570985586733593,0.2887044862001812
Swine Flu H3N2,0.223013636271497,0.3494510380322023,0.23609980691562318,0.1113239945576361,0.22056675360939917,0.34733182503561616,-0.035573871980214215,0.4216920536615815,0.37295029459470486,-0.04686679991908165,0.27742395778776047,0.3188688044235141,0.25515846525068203,0.1537852539392144,0.2047408668077796,0.3057077754156858,0.5811779728444755,1.0,0.49586663825106014,-0.026163179970028077,0.20472603378093654,-0.03959449852372464,0.43191829483172034,0.21403128153666662,0.3598629465086469,0.3323152112451376,0.10146201636003256,0.5811779728444755,0.14239333714489164,-0.03116392692015392,0.29497397838845985,0.2911056528155329,0.1866632420493937,0.45703917882696354,0.25710215178541673,0.3171515482150502,0.3538648956249398,-0.01154658224194322,0.09626534876625066,0.3861523203999618,0.10824759000381642,0.34682598354611277,0.17267643621338138,-0.03762478664302246,0.35080124859874295,0.37825461966441726,0.3834791612845253,-0.03116372507013678,0.13667337738553553,-0.026163179970028077,0.5208333972448673,0.17468855741641867,-0.028756117967212724,0.09998984495933859,0.23891114341051956,0.4665827252894528,0.6666568557476038,0.4571095375723142,0.24598199302803742,0.2999293303270806,0.3730497657368123,0.5753629345681709,0.4040242991275052,0.30241732515149333
Hantavirus,0.16204687701603407,0.5102318595962454,0.17271068688636237,0.05407460592774393,0.3610564496708265,0.41920222652313843,-0.07332413114840558,0.3036611265893867,0.5374369256016615,-0.09660088127837624,0.2760665051073978,0.4427368646330752,0.24131447455962535,0.3227258809361698,0.12678451753259573,0.23768399996399633,0.29947801243785366,0.49586663825106014,1.0,0.07459902619786006,0.2008423272644553,0.10732642749150875,0.17999412820427363,0.193190267748795,0.42126695141667464,0.5764127961299795,-0.025721586497120516,0.29947801243785366,0.12778284955053587,-0.06423444335392062,0.32233122928158897,0.2001351265337111,0.3401858558245751,0.3236934642085014,0.35724534904540894,0.10376816579878098,0.26617691506636026,-0.023799577147379097,0.037402377693342224,0.15248401135324363,0.31506654031775755,0.38924744482409096,0.14474766444006293,0.023278185414328068,0.4201455173319005,0.2494253060105588,0.25406846361862473,-0.06423402730482883,0.3094048943512172,0.07459902619786006,0.21365269277325558,0.13077476095691237,0.07422479379600334,0.19925127552014796,0.47978479594914114,0.32201450001640836,0.32634859800725524,0.19715322046738967,0.0945031947298451,0.3416135473754971,0.24962376221590352,0.41485409972132764,0.2778973525478223,0.44304300289715715
Coronavirus,0.05002808686933961,0.2196459137203615,0.026975416873861482,0.05837036359824058,0.24515730387195683,0.11902005654248696,0.25861242006059193,0.046416255730591084,0.15060446250934903,0.07402953116725731,0.15339872948208338,0.21749392837253273,0.023613199517852148,0.18588494148609144,0.016340274607635846,0.30541909975544695,-0.015005833664558266,-0.026163179970028077,0.07459902619786006,1.0,0.13579441787237492,0.09736140119954448,-0.040500094744208605,0.34365104264873325,0.10366176302451727,0.24038856914722148,0.17513406335194376,-0.015005833664558266,0.06767012415988502,-0.04050035706666201,0.13487343813272706,0.005359154367351148,0.1220741446865649,0.16078169365032274,0.054861802503683596,0.09450419557337256,0.22739583833417784,-0.015005833664558266,0.25196157367981964,-0.046232189850257205,0.19958799648272846,0.09637610922626161,0.1203155249767387,-0.04889683182429499,0.14077921593355963,-0.04623313408696602,0.10782984618204822,0.13288903267949348,-0.051457740925034176,0.9996778811739442,0.10020717969611918,0.19491362643299617,0.15572968406971358,0.2707011525804017,0.17272727272727273,0.15571679984484313,-0.026163565002956038,-0.03737090984800567,0.17544895713799286,0.20289420769062025,-0.04623266196137985,-0.03031094535220043,-0.043443908594319215,0.3455768616088616
Measles,0.14112153368184074,0.3278575353935949,0.10607197410542309,0.3012086206732543,0.37033602319040676,0.3171428752889722,0.26003565925419,0.21472494077062276,0.15275643655516277,0.17233458744425986,0.19564603472616318,0.3197828663356119,0.15504714327923413,0.3037257037368242,0.23170472844032183,0.2016755254189294,0.1962986657527254,0.20472603378093654,0.2008423272644553,0.13579441787237492,1.0,0.0833046234968063,0.3216723150302849,0.19374708871169166,0.31873682009980775,0.3657662523734003,0.195595724752387,0.1962986657527254,0.29065052705325706,0.2487319176131925,0.06379336888246821,0.14062369782487072,0.18752002184937921,0.27736077490917793,0.284442109546201,0.1411829469838581,0.44665465414450106,-0.037589106207968695,0.4174172290934395,0.042491285235390724,0.10468525349321901,0.3173765945148187,0.3403295007042655,0.08561408782153355,0.2689366265906155,0.2665291454727184,0.20982726917652036,0.2564323893774055,0.12803474450140462,0.13579441787237492,0.29855928702081513,0.30045017138319025,0.18071859209620655,0.13991278987881106,0.22906902841241678,0.3010118115853481,0.18069494250055812,0.2778390635957519,0.12946990410635106,0.17410371297857113,0.359019282563599,0.1619850569505929,0.0571274331810333,0.29791038051731683
African Swine Fever,0.12489142367973936,0.22447619490290052,0.17762665116775128,0.010378930029035272,0.26533918926926114,0.23795130521055002,0.0373398848503509,0.13457831954013266,0.03836799703131802,0.08938246599113867,0.16592953548053108,0.18351448409336757,-0.10828921738211836,0.18906162245781016,0.1359977882842278,0.24187402574557587,-0.022709336539337047,-0.03959449852372464,0.10732642749150875,0.09736140119954448,0.0833046234968063,1.0,-0.06129151515210689,-0.056556333882952455,0.02089857902558523,0.2183881279994839,-0.016812286100665413,-0.022709336539337047,0.05748244596668315,-0.06129191214230482,0.15794523405110156,0.1137248381316758,0.3361242763897161,0.34442523091993554,-0.019359503828625335,0.022481799244797613,0.07421326971088206,-0.022709336539337047,0.10425362861459976,0.033216314698503134,-0.015458414835574218,0.011712844835958197,0.15906564090526157,-0.07399886167123981,0.3380866639432948,-0.06996770887371512,0.13854901665603456,-0.06129151515210689,0.22797501857548852,0.09736140119954448,0.12059701495239894,0.23401074037738065,0.3620631410451411,0.13002107479949884,0.08489116483399402,0.06608535440792701,-0.03959508121993035,-0.05655590935437498,0.09542955309908274,0.18555837460418234,0.029143615147417784,-0.04587159062374138,0.0440506061682233,0.2718192812428329
Listeriosis,0.16909593938578515,0.17913012412025853,0.10902601921378118,0.061872639273931676,0.09845779875710052,0.27488011386692035,-0.05506766330650582,0.31393449325683903,0.21101216047809923,0.021028270391174338,0.243571840219519,0.2930190246256136,0.30692123311888975,0.2733320278561986,0.05468727594060916,0.154714426088233,0.38556523748935917,0.43191829483172034,0.17999412820427363,-0.040500094744208605,0.3216723150302849,-0.06129151515210689,1.0,0.2871649388517886,0.34817535133230565,0.4338283313110739,0.02267755293618649,0.38556523748935917,0.08230540316232698,-0.048241153954286395,0.1357591522508409,0.04542999781183515,0.0689927502096656,0.2862509846056941,0.3145195963922356,0.1799573973558885,0.24364964475868195,-0.01787388518162592,0.015095217560110383,0.21107293998529067,0.13663593468120644,0.4328014068999915,0.2193376351893157,-0.058242439394549206,0.360581432586123,0.34760117025736226,0.4889167073114482,-0.04824084149437795,0.05868483080201153,-0.040500094744208605,0.4361928366197701,0.21027918747462462,-0.04451391243273647,0.18360660123995623,0.14004506445760553,0.44443791427452334,0.20639437446506376,0.2862981711969829,0.14473584417744248,0.1650453378560891,0.49222868669077485,0.37152765383734726,0.09905669276506246,0.16829078766010652
Mumps,0.14276474322979923,0.291198547085766,0.020815620051054775,0.07789297464926025,0.12418127695160942,0.21773091663089267,0.08023155221200375,0.1356917165355638,0.13931831723828,0.05444583489007529,0.07971282650860943,0.3142649763845021,0.33683563080344303,0.324282771330412,0.0691621140786225,0.3472074243271447,0.39583217961920836,0.21403128153666662,0.193190267748795,0.34365104264873325,0.19374708871169166,-0.056556333882952455,0.2871649388517886,1.0,0.3699962753846489,0.215227472624909,0.24175104830676192,0.39583217961920836,0.11846028265580527,-0.04451420075301805,0.3519536299578062,-0.026192775019260667,0.2771695938638758,0.13345143641207893,0.1508443645732159,0.07152366134932181,0.19470333016304867,-0.01649300748413368,0.40514936352225034,0.24558907621927847,0.1653562922229017,0.21852866727889217,0.09405353035306976,0.07442673387432738,0.1997785150790341,0.09776712634549942,0.09777311728415666,0.27591095159200846,0.06606271441525752,0.33642266766981066,0.20378639170236504,0.2726815080653151,-0.04107491367662513,0.3283854049827605,0.15571329319674548,0.31604825218009674,0.2140344313483906,0.13569932668655318,0.1519447519830904,0.29293918055390944,0.24268806878604335,0.17901307993668078,0.10637609639875616,0.42232619210184136
Legionnaires',0.14180829507291723,0.3376832974613356,0.3307261993079989,0.054387077453990344,0.40372858375243714,0.4343652833548789,-0.06648494886999205,0.16611492424578755,0.16068682215472072,-0.08759060014758419,0.06567765594573424,0.5171213744535968,0.30454435931995455,0.36494143845018095,0.12391922264188886,0.22714961766146266,0.3150638025549646,0.3598629465086469,0.42126695141667464,0.10366176302451727,0.31873682009980775,0.02089857902558523,0.34817535133230565,0.3699962753846489,1.0,0.4577453137431598,-0.011946446863459935,0.3150638025549646,0.17017815915759835,-0.0582430860780909,0.2887910058930022,0.11238473167127253,0.1611249068579512,0.23011626490660486,0.24658841225062647,0.13191715674871116,0.2537795935491495,-0.021579712503764698,0.06571747502073252,0.0533054158375085,0.35724857128675336,0.3605646798727636,0.05179065583451409,0.03939193471574945,0.26990643773119094,0.27962585995559536,0.1784671929970659,-0.058242708835262905,0.2241267359539753,0.10366176302451727,0.24964195382077364,0.09309856721396745,-0.053743068334336695,0.14327459579115748,0.7003602827579972,0.3782430398481506,0.34126176549156484,0.3607829953117851,0.10567006144614688,0.2043964440870329,0.5128997619954229,0.3063689946831174,0.06335988185493842,0.3165863905409793
Norovirus,0.12221926294030788,0.3730023725706091,0.25104079991372363,0.09719574581130645,0.4058383795875642,0.512549212041882,0.031187977225143184,0.29085032060857635,0.42494352376299316,0.07579707870119971,0.25459140737682345,0.480498832832081,0.33613310692986464,0.44591648205969003,0.07494148460830154,0.28540119895883936,0.2952151252865857,0.3323152112451376,0.5764127961299795,0.24038856914722148,0.3657662523734003,0.2183881279994839,0.4338283313110739,0.215227472624909,0.4577453137431598,1.0,0.0612287981392416,0.2952151252865857,0.07307154717038085,-0.06129061461571791,0.2726993313543616,0.16340693755964725,0.22429381037344492,0.4660491746716988,0.46598213186526616,0.2125455162709659,0.41507652446506244,-0.022708855791275826,0.12774032134367988,0.146345827023617,0.3412797325774989,0.6261708427165724,0.36741943818003375,0.024097803352600772,0.48628802719755515,0.3653233945754314,0.48142392650955534,-0.06129021763392411,0.2134092643118781,0.24038856914722148,0.3327462108156633,0.4027205165402287,0.20386232555560685,0.2795779237101502,0.529943051095242,0.4835482872446527,0.1476101164736285,0.20902468249285022,0.23298006804767318,0.2767979894409164,0.368737038497877,0.4327530817084219,0.053093570027863385,0.383166102491243
Foot and Mouth,0.15024292482101348,0.11840688961046551,0.06949142958653588,0.11350659291888045,0.07396358696376965,-0.04259206568445703,0.1565141827561456,0.12853310416227487,-0.018477099494985803,0.22382501759001167,0.06101938844381691,0.12508369780302897,0.2905813634706249,0.11202955324536785,0.08921219482905167,0.19896935419104295,0.232461720055371,0.10146201636003256,-0.025721586497120516,0.17513406335194376,0.195595724752387,-0.016812286100665413,0.02267755293618649,0.24175104830676192,-0.011946446863459935,0.0612287981392416,1.0,0.232461720055371,0.12921551328562506,0.11775369014810803,0.11261735655387689,0.13542498256041124,0.04873373794093329,0.15264956357357282,-0.009764179084913652,0.1407669711263803,0.1583999019603381,-0.030672032507305894,0.25755522840223166,0.1714083783169305,-0.05563598774766369,0.05822440820620822,0.18027044889053123,0.062175223474660826,0.06780240419984869,0.0003199475112016639,0.0918014746104117,0.2046630725443483,-0.026927376458139248,0.1705713753213391,0.07230296902653939,0.11318744145291941,0.038272841017492835,0.10252509334193383,-0.06949917211174199,0.03642658456719994,0.1014635095354524,0.24402830647822563,0.2958169208904692,0.17711121848840333,0.08598501556085335,0.07354568631051213,0.10057222944292628,0.11736757662716102
Eastern Equine Encephalitis,0.13934192956826338,0.22062591515618987,0.2246338565906554,0.13767283536341074,0.21567007896729512,0.22062825467181185,-0.02040331513030568,0.23964243320062095,0.23346166809402083,-0.02688034882539232,0.1698775697320077,0.2848702408342844,0.23842444096625212,0.18051240992686476,0.19893879561291863,0.1964183547834999,1.0,0.5811779728444755,0.29947801243785366,-0.015005833664558266,0.1962986657527254,-0.022709336539337047,0.38556523748935917,0.39583217961920836,0.3150638025549646,0.2952151252865857,0.232461720055371,1.0,0.10953305313836666,-0.01787400095225418,0.16117028082511345,0.15986312460505053,0.18245917770183098,0.40958557614195956,0.24050715796291142,0.29551719010789385,0.21030074665079837,-0.006622516556291391,0.22888205578959617,0.33779339114679846,0.23655084293977002,0.31177554068437546,0.33326946145202907,-0.02157961267233078,0.2169691636622438,0.3423345222521497,0.34235549970336193,-0.01787388518162592,0.2766468655093531,-0.015005833664558266,0.31174385590979337,0.17817554563258792,-0.01649300748413368,0.2334921662795053,-0.015005833664558266,0.415083369110308,0.5811865258054232,0.41507090601560137,0.44717784445513453,0.27546512081648766,0.34233102638516655,0.5049860279304367,0.3570985586733593,0.2887044862001812
Malaria,0.3166209811419155,0.27148548469512174,0.057913642280717895,0.19646862301978216,0.11415869906752765,0.1390628155193204,0.0666607440989067,0.27771488278743134,0.10278598194334566,0.0723317249551427,0.1739261852925432,0.2488928573258904,0.11210407995280662,0.2566211589163622,0.3607242787240376,0.15991566759969883,0.10953305313836666,0.14239333714489164,0.12778284955053587,0.06767012415988502,0.29065052705325706,0.05748244596668315,0.08230540316232698,0.11846028265580527,0.17017815915759835,0.07307154717038085,0.12921551328562506,0.10953305313836666,1.0,0.19797879872361307,0.2225550690972607,0.3124851474676438,0.2159539240226647,0.09581966643850545,0.0497037420447794,0.1779851375959231,0.2854886665155845,-0.04406502137750383,0.20244184347358404,0.13694158273534615,0.027564134324141402,0.0874066700847316,0.2325804115674342,0.13696617222319324,0.2582624776318307,-0.011171957421563204,0.08997096085788273,0.19457314112478402,0.13055313976814087,0.06767012415988502,0.19748228104168145,0.13771963805796347,-0.045567465356397815,0.2198678114900483,0.0802972762385323,0.11944624511684811,0.14154818467939292,0.13704860695992266,0.14919992027104773,0.3467535150453825,0.1703422559305263,-0.00991311309683199,0.22224763137663148,0.31282161280068504
Polio,0.07581549630807248,-0.020443767370156747,-0.09234743263202776,0.21800673027423947,-0.014835169076683584,-0.0946442312183554,-0.0550680199843021,0.1255553260540935,-0.08763077563437492,0.13893021848299597,-0.006743415343401206,-0.06708151937256338,0.11164267081025102,0.02205150322544624,0.13527535403312793,-0.11029509992430783,-0.01787400095225418,-0.03116392692015392,-0.06423444335392062,-0.04050035706666201,0.2487319176131925,-0.06129191214230482,-0.048241153954286395,-0.04451420075301805,-0.0582430860780909,-0.06129061461571791,0.11775369014810803,-0.01787400095225418,0.19797879872361307,1.0,-0.09920925384258605,0.25400156758030373,-0.03147253477273096,-0.044515203208455104,0.10691508143564411,0.05662883937990292,0.21021312371058054,-0.01787400095225418,0.28340051127235794,0.07423025164375646,-0.0725505237257112,0.062001261438524205,0.08031697047987882,0.07410632064033704,0.06463025751522346,0.07174740733760682,-0.05507336274936611,0.24991094040979944,-0.061293209751301404,-0.04050035706666201,-0.061293209751301404,0.23746772652251694,-0.04451420075301805,-0.08764222325089914,-0.04050035706666201,-0.044515203208455104,-0.03116438554705029,0.28183748255467334,0.14239200314848058,0.04280683076360522,0.08394982019464119,-0.03610448297641472,0.23083994372859956,0.03769835058532917
Foodborne Illness,0.14479403178745676,0.4377874450162599,0.2098399490773299,0.016230388228041185,0.11031095314354326,0.38608747900284823,0.04154151786016666,0.3246938978545183,0.23678917648538714,0.17946641466269894,0.164730349932857,0.3098704007355033,0.2500057042581638,0.5121831416894566,0.19435246243816784,0.3610638174159271,0.16117028082511345,0.29497397838845985,0.32233122928158897,0.13487343813272706,0.06379336888246821,0.15794523405110156,0.1357591522508409,0.3519536299578062,0.2887910058930022,0.2726993313543616,0.11261735655387689,0.16117028082511345,0.2225550690972607,-0.09920925384258605,1.0,0.12347200371786911,0.41763478809434373,0.44945711525852294,0.04103758253047922,0.2606600221381955,0.2792733578433158,-0.03675813422327149,0.07260922313423968,0.20574621887501401,0.12978337433116427,0.13644759420661798,0.19273577278286316,0.08594436342819242,0.22462242632716606,0.16134490904353116,0.18968231924723877,0.08411071314695748,0.2775531689856579,0.1308016917349455,0.34915818672557997,0.24629742684304243,0.09550126085150117,0.29868443849690995,0.2981732299990347,0.1732280620917449,0.18060989278532585,0.07276526066775198,0.1184273399854545,0.3677209800400405,0.3261826331269988,0.23955851240013062,0.13651186938703472,0.3638424145516096
Diarrhea,0.3198539026972596,0.2193007324095895,0.10555363335041329,0.2652443971761328,0.16510163469210015,0.12125543569617524,0.11845303053808208,0.3776509992627251,0.21553288025500933,0.12761674969285722,0.23434163561198004,0.21568378853097062,0.2674960247742619,0.08364537279055427,0.2041179807205444,0.22109731635413307,0.15986312460505053,0.2911056528155329,0.2001351265337111,0.005359154367351148,0.14062369782487072,0.1137248381316758,0.04542999781183515,-0.026192775019260667,0.11238473167127253,0.16340693755964725,0.13542498256041124,0.15986312460505053,0.3124851474676438,0.25400156758030373,0.12347200371786911,1.0,0.0954284009713714,0.2586818215915988,0.08719535840799732,0.23295115453092724,0.2809123192476601,0.12587647606696892,0.10954384305526799,0.17160417079078058,-0.028800446532233757,0.15366822029140276,0.08393643588962649,0.076059773637389,0.21636130550269336,0.12820396329109343,0.1674108068558573,0.09934698846762995,0.1693826522450749,0.005359154367351148,0.1976079309677605,0.21320336341256463,0.14268531378602498,0.26650831103184885,0.08625686553165182,0.16132637801229058,0.26710265620955825,0.308281835583778,0.30208562490988583,0.24488887515740654,0.20927973392895002,0.2087594900100389,0.3920013010821551,0.2573810827352783
Poisoning,0.31380281233092,0.5388038945117686,0.07006795323802734,0.09328304447949227,0.17206806694419796,0.38631763769984967,0.028353481375011726,0.292596426126299,0.4786372090010039,0.14861856590963018,0.3723825635055635,0.37046202927185834,0.07988267946817833,0.3208085013121494,0.34250240260840575,0.37170775665805794,0.18245917770183098,0.1866632420493937,0.3401858558245751,0.1220741446865649,0.18752002184937921,0.3361242763897161,0.0689927502096656,0.2771695938638758,0.1611249068579512,0.22429381037344492,0.04873373794093329,0.18245917770183098,0.2159539240226647,-0.03147253477273096,0.41763478809434373,0.0954284009713714,1.0,0.37810191649028485,0.09909575323443588,0.1763455565753411,0.2110440552378746,-0.03841245846354337,0.21505091918283128,0.2818707340975559,0.07131499430764879,0.07555670147772363,0.18769711652392196,-0.12516782229072426,0.40674844849606645,-0.038757631291172066,0.25894798829919885,-0.008129076187318614,0.21551349882625898,0.1220741446865649,0.3369163977681805,0.3232408269005921,0.19402920518735597,0.3964149865997529,0.10822495035872502,0.18560433633234433,0.1858529382253499,-0.0009702698612824594,0.1256582265896058,0.42728512743258534,0.18743683768063704,0.13393839778435332,0.21652289788259593,0.492716574968973
