,Dengue,Meningitis,West Nile Virus,Cholera,Anthrax,Salmonella,Ebola,Swine Flu H1N1,Whooping Cough,Avian Influenza,Influenza,E. coli,Waterborne Illness,Gastroenteritis,Rabies,Not Yet Classified,Epizootic Hemorrhagic Disease,Swine Flu H3N2,Hantavirus,Coronavirus,Measles,African Swine Fever,Listeriosis,Mumps,Legionnaires',Norovirus,Foot and Mouth,Eastern Equine Encephalitis,Malaria,Polio,Foodborne Illness,Diarrhea,Poisoning,Plague,Other Animal Disease,"Hand, Foot and Mouth Disease",Tuberculosis,Marburg Fever,Undiagnosed,Chicken Pox,Schmallenberg,Animal Die-off,HIV/AIDS,Chikungunya,Other Plant Disease,Environmental,Syphilis,Peste des petits ruminants,Hepatitis A,SARS,Pests,Typhoid,Dysentery,Respiratory Illness,Equine Infectious Anemia,Algae,Botulism,Newcastle Disease,Encephalitis,Pneumonia,Scabies,MRSA,Fever,Other Human Disease
Environmental,0.04414485815553383,0.05251279652134982,0.1424752687009546,0.08462152575326481,0.06512163037280083,0.4491639086621077,-0.06286283223743928,0.34502808767280296,0.24323417342569317,0.183177724271953,0.10922550855568904,0.14378393178969057,0.17068131477516943,0.19922081064041816,-0.03942841016259117,0.04098338826626592,0.3423345222521497,0.37825461966441726,0.2494253060105588,-0.04623313408696602,0.2665291454727184,-0.06996770887371512,0.34760117025736226,0.09776712634549942,0.27962585995559536,0.3653233945754314,0.0003199475112016639,0.3423345222521497,-0.011171957421563204,0.07174740733760682,0.16134490904353116,0.12820396329109343,-0.038757631291172066,0.2447824020076096,0.26754156035030974,0.1449232224389577,0.19631887217754465,-0.020404044372644686,0.15988332046566506,0.1735596266930612,0.384733440291043,0.4759485959532437,0.18075426611646844,0.037812061151148164,0.22106764124901634,1.0,0.3068077376621217,-0.055069631499975194,0.03790462773562309,-0.04623313408696602,0.26804783853081454,0.22933558175257326,-0.0508151325382383,0.06550057198764055,0.2641236765471176,0.3834127714181613,0.1780170314771982,0.24484934286007692,0.12031537286429904,0.02884664676106537,0.3012305335873175,0.5027450246291617,0.20353656297359626,0.1288211639780363
Syphilis,0.2410586573986356,0.282720315548135,0.30865725338210087,0.11328292265974088,0.21893464893326456,0.36513464184402755,0.04822230074316878,0.4448705795276223,0.39849221956900155,0.2006981734147814,0.3930210495197629,0.4340480736705403,0.16805294348514066,0.3466094848865719,0.17488675311755936,0.18196029216304566,0.34235549970336193,0.3834791612845253,0.25406846361862473,0.10782984618204822,0.20982726917652036,0.13854901665603456,0.4889167073114482,0.09777311728415666,0.1784671929970659,0.48142392650955534,0.0918014746104117,0.34235549970336193,0.08997096085788273,-0.05507336274936611,0.18968231924723877,0.1674108068558573,0.25894798829919885,0.5325510574488739,0.2668744628661237,0.25537783454067,0.3538523532367044,-0.020405294684306338,0.07209085438263353,0.29738562190752493,0.012108923749984518,0.3787731966255175,0.3113657489480752,-0.06649109171856725,0.4477029978462572,0.3068077376621217,1.0,-0.05507300603696452,0.2478087834813149,0.10782984618204822,0.49243695433969914,0.3153727390007764,0.08937770523772072,0.396566043548466,0.11823969843382569,0.5348295096675962,0.1780279399405579,0.24850480773260872,0.2723890647708066,0.3092543362886689,0.4242690397793585,0.3276765480426623,0.3169941005591084,0.327042183721277
Peste des petits ruminants,-0.015218749489958503,0.059514845922434646,0.0030490455324911803,0.16329776661622236,0.06741431438503495,-0.0946436182038357,0.33845680780782234,-0.08029049483007025,-0.08763020804629115,0.039492782783943504,-0.0776272518236404,-0.06708108488284487,0.11579938264300327,0.09571484084663547,0.02299245040768706,0.12980255450620362,-0.01787388518162592,-0.03116372507013678,-0.06423402730482883,0.13288903267949348,0.2564323893774055,-0.06129151515210689,-0.04824084149437795,0.27591095159200846,-0.058242708835262905,-0.06129021763392411,0.2046630725443483,-0.01787388518162592,0.19457314112478402,0.24991094040979944,0.08411071314695748,0.09934698846762995,-0.008129076187318614,-0.04451491488168058,0.09567101761743617,-0.06423528234386314,0.2088445713889665,-0.01787388518162592,0.32956481863150827,0.083085817265352,-0.07255005381302997,0.054197068573032484,0.0717476753178265,0.0640995268148657,-0.016576613316503463,-0.055069631499975194,-0.05507300603696452,1.0,-0.06129281275269881,0.12622022008627418,-0.06129281275269881,0.16022069824255614,-0.04451391243273647,0.005130472856694355,-0.040500094744208605,-0.04451491488168058,-0.031164183694062608,0.11131183645856393,-0.04050045713359952,-0.06985609344502765,0.07515064698080526,-0.03610424912621586,-0.05174730384289994,0.035588409217575265
Hepatitis A,0.17989680737846128,0.252721238388596,0.31782721029072447,-0.0018572446687738647,0.30068527082706176,0.183306125320588,-0.06996668945270534,0.22439911670929422,0.11825837807755868,0.0030872886914314014,0.13204269705929164,0.2742619721460942,0.114923717278608,0.261618783147803,0.24410514783712278,0.13594481849591813,0.2766468655093531,0.13667337738553553,0.3094048943512172,-0.051457740925034176,0.12803474450140462,0.22797501857548852,0.05868483080201153,0.06606271441525752,0.2241267359539753,0.2134092643118781,-0.026927376458139248,0.2766468655093531,0.13055313976814087,-0.061293209751301404,0.2775531689856579,0.1693826522450749,0.21551349882625898,0.34425211187389515,0.06128432322037032,0.10525219304516674,0.27700456561379155,-0.02270981731793197,-0.03636954385169775,0.1496346683511613,0.07788177489494898,0.021588339528634,0.14744455594431774,0.14351745744257324,0.22640963794750799,0.03790462773562309,0.2478087834813149,-0.06129281275269881,1.0,-0.051457740925034176,0.12253038065800059,0.10131505093978084,0.08683204705784231,0.284749613336008,0.08974328501040649,0.20619270053821534,0.3095128403366621,0.19685616543733922,0.08598936280223385,0.26437291358945597,0.25967101669631176,0.10828201744276313,0.2719624624156501,0.2775462235625453
SARS,0.05002808686933961,0.21601288266164145,0.026975416873861482,0.05837036359824058,0.24515730387195683,0.11902005654248696,0.25277265394976783,0.046416255730591084,0.15060446250934903,0.07402953116725731,0.15553196934631142,0.21749392837253273,0.023613199517852148,0.18238860318331004,0.016340274607635846,0.3056313328192327,-0.015005833664558266,-0.026163179970028077,0.07459902619786006,0.9996778811739442,0.13579441787237492,0.09736140119954448,-0.040500094744208605,0.33642266766981066,0.10366176302451727,0.24038856914722148,0.1705713753213391,-0.015005833664558266,0.06767012415988502,-0.04050035706666201,0.1308016917349455,0.005359154367351148,0.1220741446865649,0.16078169365032274,0.054861802503683596,0.09450419557337256,0.2234843840994471,-0.015005833664558266,0.2481383593573831,-0.046232189850257205,0.19958799648272846,0.09637610922626161,0.1203155249767387,-0.04889683182429499,0.14077921593355963,-0.04623313408696602,0.10782984618204822,0.12622022008627418,-0.051457740925034176,1.0,0.10020717969611918,0.19144358297150937,0.15572968406971358,0.26622004763288737,0.17272727272727273,0.15571679984484313,-0.026163565002956038,-0.03737090984800567,0.17544895713799286,0.20289420769062025,-0.04623266196137985,-0.03031094535220043,-0.043443908594319215,0.3406175737096845
Pests,0.32627337969616776,0.4546195420161724,0.27425483856629745,0.18792735865358612,0.19441983570348517,0.37542544852523435,0.03939113457225676,0.4655429184212154,0.2004120236836452,0.3468127803581546,0.37402137440912814,0.3898657617893967,0.13710016046852877,0.28914792695202507,0.2689371857895598,0.3188898502835319,0.31174385590979337,0.5208333972448673,0.21365269277325558,0.10020717969611918,0.29855928702081513,0.12059701495239894,0.4361928366197701,0.20378639170236504,0.24964195382077364,0.3327462108156633,0.07230296902653939,0.31174385590979337,0.19748228104168145,-0.061293209751301404,0.34915818672557997,0.1976079309677605,0.3369163977681805,0.4862016323986316,0.22268866519363928,0.32211848947067473,0.32630593400520436,-0.02270981731793197,0.12510948993655222,0.3724546477410175,-0.004653059321236688,0.23864050329475095,0.28265088826058615,-0.07400042829863461,0.37401735838165673,0.26804783853081454,0.49243695433969914,-0.06129281275269881,0.12253038065800059,0.10020717969611918,1.0,0.27967657477783187,0.08145366938655407,0.332475864698606,0.09641555668059035,0.4792896412888005,0.3349470613462447,0.2161144465855708,0.25180049058795867,0.45141777371463326,0.47757390362767704,0.29006438953914315,0.284845645086427,0.3698224316592098
Typhoid,0.2190440804103985,0.27766542514144443,0.08459074680228026,0.18881561410958383,0.18699261564206807,0.2510928627568199,0.016455419441513953,0.39047229442303455,0.2839544679750269,0.2225116598062411,0.24661024108111784,0.18650718207005537,0.20219237411386373,0.40014470684708586,0.25244011522081145,0.19597198722545586,0.17817554563258792,0.17468855741641867,0.13077476095691237,0.19491362643299617,0.30045017138319025,0.23401074037738065,0.21027918747462462,0.2726815080653151,0.09309856721396745,0.4027205165402287,0.11318744145291941,0.17817554563258792,0.13771963805796347,0.23746772652251694,0.24629742684304243,0.21320336341256463,0.3232408269005921,0.45126835486877676,0.25554553612402237,0.1903154919685461,0.37524524785248387,-0.03592248903882821,0.3315894625724069,0.2761575580262382,0.023152980461704047,0.19956192252963476,0.18400172623586863,0.01846376039193565,0.3740026664215115,0.22933558175257326,0.3153727390007764,0.16022069824255614,0.10131505093978084,0.19144358297150937,0.27967657477783187,1.0,0.0944618905972371,0.25950854157490333,0.1046924964343391,0.3534886397696502,0.06343514173564908,0.1749066058092879,0.21307971114386964,0.3138383242455143,0.2631283887332913,0.24227398928934157,0.22912939434787433,0.30034641834521786
Dysentery,-0.04456583871738256,0.2008752884410278,0.11830860709345593,0.09816187135627837,0.23649031368180345,0.2866531056336788,0.23318533002851427,0.13152158595354888,0.1128462325942405,0.17172507980968202,0.10343896668381236,0.17470071169515583,0.01133133688877942,0.17772490829628482,0.1651414565354208,0.3506812264720011,-0.01649300748413368,-0.028756117967212724,0.07422479379600334,0.15572968406971358,0.18071859209620655,0.3620631410451411,-0.04451391243273647,-0.04107491367662513,-0.053743068334336695,0.20386232555560685,0.038272841017492835,-0.01649300748413368,-0.045567465356397815,-0.04451420075301805,0.09550126085150117,0.14268531378602498,0.19402920518735597,0.3148396977160206,0.03434572172153873,0.1960320250294338,0.07701420911811184,0.39033451045783046,0.10810771320761062,-0.05081409472164955,-0.0669450748034713,0.07029250464332393,0.24556564517209795,0.08667208248801322,0.108743234153007,-0.0508151325382383,0.08937770523772072,-0.04451391243273647,0.08683204705784231,0.15572968406971358,0.08145366938655407,0.0944618905972371,1.0,0.2288339859356651,-0.037371190367218914,-0.0410758386796544,-0.02875654115935949,-0.041074605356168775,0.33395063397017083,0.18663797614644514,-0.05081461362199545,-0.03331495335215853,0.09560366778596222,0.17587657292267955
Respiratory Illness,0.38317146975417626,0.4905900379189752,0.08610460139911609,0.0950838190151546,0.18190308563697438,0.27259256340606686,0.06054268108178486,0.4403939179437004,0.36986669325575405,0.19793903940924598,0.42106993597883613,0.37740372919207493,0.1841323723432018,0.3114742991453467,0.3040987591841251,0.3907901247130578,0.2334921662795053,0.09998984495933859,0.19925127552014796,0.2707011525804017,0.13991278987881106,0.13002107479949884,0.18360660123995623,0.3283854049827605,0.14327459579115748,0.2795779237101502,0.10252509334193383,0.2334921662795053,0.2198678114900483,-0.08764222325089914,0.29868443849690995,0.26650831103184885,0.3964149865997529,0.3486700601072308,0.11674152640537894,0.3078506217195195,0.30040212825182483,-0.03247242047595769,0.13275321152758404,0.23734766113991454,0.013643022425294391,0.12689070388284535,0.24446645605596565,0.054918193647844005,0.261787635372388,0.06550057198764055,0.396566043548466,0.005130472856694355,0.284749613336008,0.26622004763288737,0.332475864698606,0.25950854157490333,0.2288339859356651,1.0,0.04414718207551223,0.33501394628534675,0.09999131646940791,0.03315540697545622,0.2636268693845383,0.5024165212453376,0.3136459099069495,0.07136674939090237,0.25910003777191426,0.5148900255065003
Equine Infectious Anemia,0.07858178970443258,0.3098356919454689,0.21829596640870016,0.02295042302971559,0.33248162244236734,0.4485490513896054,-0.04623148171069073,0.054763297897005236,0.16480199386735572,-0.06090766854119034,0.03126068480283853,0.4854453537037,0.24292031928233784,0.34121589474660274,-0.09254251676824533,0.19945191705558385,-0.015005833664558266,0.23891114341051956,0.47978479594914114,0.17272727272727273,0.22906902841241678,0.08489116483399402,0.14004506445760553,0.15571329319674548,0.7003602827579972,0.529943051095242,-0.06949917211174199,-0.015005833664558266,0.0802972762385323,-0.04050035706666201,0.2981732299990347,0.08625686553165182,0.10822495035872502,0.15068468852354136,0.17566364166574197,0.08266604017743388,0.21357702761954517,-0.015005833664558266,0.04190170590736607,-0.046232189850257205,0.4351120906296295,0.39114320262114605,-0.046233606227016444,0.09869439476114278,0.2423345714481651,0.2641236765471176,0.11823969843382569,-0.040500094744208605,0.08974328501040649,0.17272727272727273,0.09641555668059035,0.1046924964343391,-0.037371190367218914,0.04414718207551223,1.0,0.3488220228945375,-0.026163565002956038,0.1481559886474225,-0.03400173587945598,0.06283602194167538,0.26695982702144133,0.20461882253876884,-0.043443908594319215,0.2201695813997867
Algae,0.21772353393738733,0.284865017821147,0.3244896749102494,0.16258588124412265,0.22590664617069048,0.4083035401720495,-0.050814460711839635,0.3549971298070546,0.2529302098202408,0.2568006447326267,0.2781179154672694,0.4527326121532677,0.2361740077686048,0.2992790449454914,0.09168215997973177,0.33716078963633267,0.415083369110308,0.4665827252894528,0.32201450001640836,0.15571679984484313,0.3010118115853481,0.06608535440792701,0.44443791427452334,0.31604825218009674,0.3782430398481506,0.4835482872446527,0.03642658456719994,0.415083369110308,0.11944624511684811,-0.044515203208455104,0.1732280620917449,0.16132637801229058,0.18560433633234433,0.48386055519690124,0.3749859717380858,0.20192917749755163,0.40090887077124654,-0.01649337890504535,0.13908864330326787,0.37764736623476514,0.1703956909784617,0.48813427832206346,0.24656794723192524,-0.05374402999275934,0.39810243069160756,0.3834127714181613,0.5348295096675962,-0.04451491488168058,0.20619270053821534,0.15571679984484313,0.4792896412888005,0.3534886397696502,-0.0410758386796544,0.33501394628534675,0.3488220228945375,1.0,0.22536975192251224,0.31278055532122595,0.16078313230325433,0.2872812335711613,0.5262910293130161,0.40271087336019923,0.2627720224509319,0.3186796963607643
Botulism,0.14745643343522583,0.23536001149936045,0.21043270933617225,0.02487718569139333,0.21115209739033272,0.20161877861649102,-0.03557439550648675,0.26801966495183055,0.2231657496518138,-0.04686748963880295,0.16303532365637058,0.13904112596486773,0.1039268043842072,0.14151136241465673,0.298179306633641,0.17045732532201996,0.5811865258054232,0.6666568557476038,0.32634859800725524,-0.026163565002956038,0.18069494250055812,-0.03959508121993035,0.20639437446506376,0.2140344313483906,0.34126176549156484,0.1476101164736285,0.1014635095354524,0.5811865258054232,0.14154818467939292,-0.03116438554705029,0.18060989278532585,0.26710265620955825,0.1858529382253499,0.2221324660540236,0.10620478509019396,0.1465279613107692,0.35380620092708,-0.011546752168319666,0.09626676546441729,0.384771065999432,0.10824918303977657,0.1573576718317938,0.17267897742258842,-0.037625340351775824,0.20988938994900816,0.1780170314771982,0.1780279399405579,-0.031164183694062608,0.3095128403366621,-0.026163565002956038,0.3349470613462447,0.06343514173564908,-0.02875654115935949,0.09999131646940791,-0.026163565002956038,0.22536975192251224,1.0,0.46818366618345014,0.24598561304544778,0.2988309946991417,0.17801521359491543,0.28190590113396674,0.40260986195545606,0.30136174965868817
Newcastle Disease,0.1785559028541119,0.17875396494188528,0.29750188839539526,0.16213051095182565,0.28428988861925314,0.12375896788904801,-0.05081293498114685,0.2591734754761613,0.13741737535390408,0.04680173073975729,0.12154217762036798,0.19675218460373511,0.3467199214610822,0.20704444548567189,0.24525311725946736,0.1689155111749152,0.41507090601560137,0.4571095375723142,0.19715322046738967,-0.03737090984800567,0.2778390635957519,-0.05655590935437498,0.2862981711969829,0.13569932668655318,0.3607829953117851,0.20902468249285022,0.24402830647822563,0.41507090601560137,0.13704860695992266,0.28183748255467334,0.07276526066775198,0.308281835583778,-0.0009702698612824594,0.30600969852704946,0.3443273806350046,0.322937251466412,0.3629034419667572,-0.01649288368273913,0.22049784675241363,0.23742781826619117,0.04599503179756226,0.34630653082104523,0.24010338909506052,0.0841080600716061,0.2842197366882449,0.24484934286007692,0.24850480773260872,0.11131183645856393,0.19685616543733922,-0.03737090984800567,0.2161144465855708,0.1749066058092879,-0.041074605356168775,0.03315540697545622,0.1481559886474225,0.31278055532122595,0.46818366618345014,1.0,0.3512733049393989,0.1820828628649404,0.3842331044134509,0.3943153120161983,0.25788843448237564,0.07253039871397873
Encephalitis,0.1665411139489861,0.23024213638930097,0.25417084371259596,0.1597060841226096,0.15449961821007469,0.12600852649978966,0.10479229620318933,0.29546034287892115,0.15222839962871382,0.3296737199957385,0.16990267132588927,0.34417086186082047,0.2644127680855272,0.2053801642858173,0.30992986149503227,0.28202096281509914,0.44717784445513453,0.24598199302803742,0.0945031947298451,0.17544895713799286,0.12946990410635106,0.09542955309908274,0.14473584417744248,0.1519447519830904,0.10567006144614688,0.23298006804767318,0.2958169208904692,0.44717784445513453,0.14919992027104773,0.14239200314848058,0.1184273399854545,0.30208562490988583,0.1256582265896058,0.3538409090661995,0.05501629281976983,0.5152541151686164,0.2247569949600166,-0.015005967934736058,0.2717941054540673,0.2721775553994828,0.060043633533177994,0.10211428236332432,0.28054046238627833,0.2630222721258731,0.23368308025718126,0.12031537286429904,0.2723890647708066,-0.04050045713359952,0.08598936280223385,0.17544895713799286,0.25180049058795867,0.21307971114386964,0.33395063397017083,0.2636268693845383,-0.03400173587945598,0.16078313230325433,0.24598561304544778,0.3512733049393989,1.0,0.3520943267442601,0.12031414422239405,0.20769165827716674,0.2942922417120594,0.22108361255543807
Pneumonia,0.3411241236811075,0.6338949671028016,0.21934895327973652,0.1566227787301383,0.27556188722085423,0.3782441443647102,0.02124699441716959,0.5514025062226885,0.36133508723989916,0.21496295853490938,0.3988327936894378,0.3996516921496648,0.2863854992735063,0.3479905272535943,0.4021952246710167,0.26407952481356683,0.27546512081648766,0.2999293303270806,0.3416135473754971,0.20289420769062025,0.17410371297857113,0.18555837460418234,0.1650453378560891,0.29293918055390944,0.2043964440870329,0.2767979894409164,0.17711121848840333,0.27546512081648766,0.3467535150453825,0.04280683076360522,0.3677209800400405,0.24488887515740654,0.42728512743258534,0.42323028823619185,0.1640183986952202,0.1891887944820388,0.3642987695659351,-0.02588262880154918,0.16275879276368518,0.3180144613927219,0.052071274410354765,0.09824550508371874,0.23284078524191373,0.01273013149049054,0.4177914843411705,0.02884664676106537,0.3092543362886689,-0.06985609344502765,0.26437291358945597,0.20289420769062025,0.45141777371463326,0.3138383242455143,0.18663797614644514,0.5024165212453376,0.06283602194167538,0.2872812335711613,0.2988309946991417,0.1820828628649404,0.3520943267442601,1.0,0.3142453654734053,0.10289842110205719,0.43787617230669,0.5562290862591606
Scabies,0.3094420389115856,0.35456141242295164,0.2284894807020733,0.1457620165200578,0.2011849247757379,0.4414821441338346,-0.06286219029195789,0.42993513414011253,0.16793474666309927,0.10198454692811414,0.24767039081303974,0.4372249378680365,0.33918990994702436,0.2679615064838574,0.16865502316118686,0.1650897577465555,0.34233102638516655,0.3730497657368123,0.24962376221590352,-0.04623266196137985,0.359019282563599,0.029143615147417784,0.49222868669077485,0.24268806878604335,0.5128997619954229,0.368737038497877,0.08598501556085335,0.34233102638516655,0.1703422559305263,0.08394982019464119,0.3261826331269988,0.20927973392895002,0.18743683768063704,0.37938470369374566,0.2725119662449953,0.14224164617018822,0.352205408220599,-0.020403836009711913,0.06539807602291242,0.2965576398900628,0.11412652003014397,0.3769511587538523,0.3076416405200285,0.05178449837285043,0.3489145188184629,0.3012305335873175,0.4242690397793585,0.07515064698080526,0.25967101669631176,-0.04623266196137985,0.47757390362767704,0.2631283887332913,-0.05081461362199545,0.3136459099069495,0.26695982702144133,0.5262910293130161,0.17801521359491543,0.3842331044134509,0.12031414422239405,0.3142453654734053,1.0,0.3184340669077607,0.19708969361040912,0.2268729561663162
MRSA,0.05784397018151978,0.1611003309129048,0.191219760494715,0.07427810823251377,0.17751798394488932,0.2838799673256852,-0.04121355625706419,0.21388658795170964,0.31042432924372,-0.054296802330877796,0.10685474958912267,0.26866829631774247,0.32097319121831586,0.2083689481447701,0.12184742109460041,0.15891711456651056,0.5049860279304367,0.5753629345681709,0.41485409972132764,-0.03031094535220043,0.1619850569505929,-0.04587159062374138,0.37152765383734726,0.17901307993668078,0.3063689946831174,0.4327530817084219,0.07354568631051213,0.5049860279304367,-0.00991311309683199,-0.03610448297641472,0.23955851240013062,0.2087594900100389,0.13393839778435332,0.597043345108922,0.33289573623175106,0.407976498266114,0.16780283686353054,-0.013377113322660575,0.0676764432853877,0.14324039081784362,0.21980434444446914,0.44137621252006515,0.14090983954153885,-0.04358961155071054,0.1818309528153429,0.5027450246291617,0.3276765480426623,-0.03610424912621586,0.10828201744276313,-0.03031094535220043,0.29006438953914315,0.24227398928934157,-0.03331495335215853,0.07136674939090237,0.20461882253876884,0.40271087336019923,0.28190590113396674,0.3943153120161983,0.20769165827716674,0.10289842110205719,0.3184340669077607,1.0,0.15503361000626115,0.11126211105857595
Fever,0.28583224748259417,0.40446291017157415,0.09090581068695944,0.25558138864710855,0.1348226239196067,0.1514599539114154,0.0671450182898409,0.5847695976320354,0.17239913275198276,0.22887159031126145,0.2925234346693824,0.24745226237390916,0.09518216143877721,0.16578094055187298,0.2810482516052032,0.24391663974545,0.3570985586733593,0.4040242991275052,0.2778973525478223,-0.043443908594319215,0.0571274331810333,0.0440506061682233,0.09905669276506246,0.10637609639875616,0.06335988185493842,0.053093570027863385,0.10057222944292628,0.3570985586733593,0.22224763137663148,0.23083994372859956,0.13651186938703472,0.3920013010821551,0.21652289788259593,0.26472236025143947,0.012574485405919595,0.15947819386142775,0.2311866027063747,0.3355288470756396,0.2636271938053527,0.45083928475069873,0.02064625938027368,0.05927554579106487,0.07312881922475806,0.05690648758504183,0.28032905671399067,0.20353656297359626,0.3169941005591084,-0.05174730384289994,0.2719624624156501,-0.043443908594319215,0.284845645086427,0.22912939434787433,0.09560366778596222,0.25910003777191426,-0.043443908594319215,0.2627720224509319,0.40260986195545606,0.25788843448237564,0.2942922417120594,0.43787617230669,0.19708969361040912,0.15503361000626115,1.0,0.5665224743993887
Other Human Disease,0.2974479317960793,0.5979990846540133,0.1594250959793008,0.22372884257617867,0.3503955510602897,0.39622625865613154,0.11080911059042763,0.5448573683201541,0.2987311765094605,0.22061198946215757,0.33314390017126944,0.5096449247671765,0.09597261316926625,0.3762405395657725,0.3471945929166302,0.4337018186685862,0.2887044862001812,0.30241732515149333,0.44304300289715715,0.3455768616088616,0.29791038051731683,0.2718192812428329,0.16829078766010652,0.42232619210184136,0.3165863905409793,0.383166102491243,0.11736757662716102,0.2887044862001812,0.31282161280068504,0.03769835058532917,0.3638424145516096,0.2573810827352783,0.492716574968973,0.426596182435878,0.12091120938861662,0.19990459525849988,0.31625538053946606,-0.02485535311657189,0.3784645062543902,0.23373011004306238,0.14798240916044392,0.20862691850229007,0.3334588571023712,-0.0809917028565343,0.4395086945079533,0.1288211639780363,0.327042183721277,0.035588409217575265,0.2775462235625453,0.3406175737096845,0.3698224316592098,0.30034641834521786,0.17587657292267955,0.5148900255065003,0.2201695813997867,0.3186796963607643,0.30136174965868817,0.07253039871397873,0.22108361255543807,0.5562290862591606,0.2268729561663162,0.11126211105857595,0.5665224743993887,1.0
